Velocidad [RPM];Voltaje[V];Corriente[A];Temperatura[°C];Latitud;Longitud;Velocidad[GPS: km/h];Satelites; Altitud; Hora; Minutos; Year
240;46.6684036;0.06906001;33.85869539;4.795823;-75.68837867;7.72284;9;1486.9;17;34;2024
180;46.68339594;0.07648591;32.66688513;4.795807;-75.68841317;8.83404;9;1486.9;17;34;2024
300;46.69345075;0.07582986;32.33863053;4.795805;-75.68847533;9.40816;9;1486.1;17;34;2024
240;46.6893094;0.07199268;33.74462516;4.79583;-75.68852433;10.59344;8;1484.3;17;34;2024
180;44.3529814;13.23676306;49.08130145;4.795837;-75.6885425;8.797;8;1484.3;17;34;2024
240;44.8553549;8.23199773;32.54741313;4.795838;-75.68857083;5.96344;9;1483.4;17;34;2024
240;43.94620656;15.95784884;42.92469879;4.795871;-75.68864183;8.6118;9;1483.5;17;34;2024
300;43.87511733;15.9270551;31.61139404;4.79589;-75.6887105;9.55632;7;1484.9;17;34;2024
360;43.81544059;15.87688424;34.11494313;4.795893;-75.68875717;8.53772;8;1485.5;17;34;2024
300;44.16620024;11.74238094;30.40919755;4.795919;-75.68880017;12.01948;8;1485.5;17;34;2024
180;46.18936307;0.10170744;29.38047525;4.795905;-75.6888465;8.2414;9;1485.5;17;34;2024
180;46.5021643;0.04178659;35.40983837;4.795868;-75.6889745;10.13044;9;1485.3;17;35;2024
180;46.53057296;0.02830971;37.13298504;4.795801;-75.68906733;11.26016;9;1481.6;17;35;2024
240;46.54664669;0.03111257;34.83213873;4.795763;-75.68915533;12.7788;9;1478.8;17;35;2024
240;46.5677144;0.03386936;33.1584203;4.795743;-75.68919167;12.63064;9;1478.8;17;35;2024
240;46.57384324;0.04034329;33.02945746;4.795717;-75.68927167;11.7602;9;1478.3;17;35;2024
300;46.58706348;0.02766343;33.17566586;4.795697;-75.6893435;9.5378;8;1476.9;17;35;2024
180;46.60632938;0.02427292;32.55196784;4.795691;-75.6893695;7.70432;8;1476.9;17;35;2024
240;46.60554656;0.0171583;33.99944682;4.795673;-75.68941383;5.79676;9;1475.6;17;35;2024
180;46.52427032;-0.0013869;32.88832998;4.795661;-75.68944517;3.35212;9;1475.3;17;35;2024
60;46.64436653;0;46.15941233;4.795656;-75.68945567;1.77792;9;1475.3;17;35;2024
60;46.31060602;0.04000549;53.06951828;4.795649;-75.68948517;0.98156;9;1475;17;35;2024
120;46.4454376;0.72599223;59.98287715;4.795649;-75.68951033;1.74088;9;1475.5;17;35;2024
60;46.22078119;2.11186832;51.90454167;4.795653;-75.6895265;2.53724;9;1475.4;17;35;2024
120;46.3825568;1.44279225;54.69133422;4.795658;-75.68953967;3.22248;9;1475.4;17;35;2024
120;45.24437452;1.85797943;52.60311673;4.795675;-75.68957417;4.61148;9;1476;17;35;2024
180;46.64402043;0.02534354;36.90347884;4.795688;-75.6895775;6.25976;9;1477.3;17;35;2024
120;46.64426404;0.02540077;33.42583016;4.795697;-75.6895755;5.35228;9;1477.3;17;35;2024
240;46.66186478;0.02017612;32.57254189;4.795729;-75.6895795;6.79684;9;1479.9;17;35;2024
240;46.66619478;0.01966524;34.70695113;4.795756;-75.6895805;5.03744;9;1479.6;17;35;2024
120;46.67863071;0.01772501;31.8860919;4.795767;-75.689587;4.3522;9;1479.6;17;35;2024
180;46.45272804;3.27190363;40.63550163;4.795776;-75.68959167;1.27788;9;1479.3;17;35;2024
180;46.41553164;0.84097358;46.11486016;4.79578;-75.68959933;0.7408;9;1479.2;17;35;2024
180;46.24699143;5.86158176;47.67152434;4.795775;-75.68959867;0.40744;8;1479.3;17;35;2024
120;43.88842521;15.01965661;39.24699514;4.795759;-75.68960833;1.6668;8;1479.9;17;35;2024
180;46.23686086;1.59293494;49.32339688;4.79576;-75.68960833;0.70376;9;1479.8;17;35;2024
60;46.03166643;5.98863298;52.54439475;4.795766;-75.68961;1.33344;9;1479.8;17;35;2024
120;43.86560025;16.15704154;39.09802989;4.795767;-75.68961617;0.94452;9;1480;17;35;2024
180;43.77681075;16.07869554;37.21453747;4.795766;-75.6896155;1.59272;9;1480.2;17;35;2024
180;43.74379284;15.96672921;37.16350033;4.795771;-75.68961617;1.6668;9;1480.2;17;35;2024
180;43.71579416;16.09591468;35.55996054;4.795789;-75.689615;4.4448;9;1481.6;17;35;2024
180;46.31811037;0.00808391;35.45620684;4.795794;-75.6896115;2.79652;9;1484;17;35;2024
120;45.92322483;8.22739562;35.61343348;4.795789;-75.68961567;1.09268;9;1484;17;35;2024
60;43.73181144;16.01407628;48.62474508;4.795787;-75.68961483;0.61116;9;1483.4;17;35;2024
180;43.67269024;16.04067969;43.05556424;4.795787;-75.68962133;1.35196;9;1483.4;17;36;2024
120;43.65788654;16.04806232;44.55306784;4.795784;-75.68962867;1.96312;9;1483.7;17;36;2024
180;43.60251306;15.81099616;37.78691935;4.795776;-75.689638;2.44464;9;1483.5;17;36;2024
180;43.57355034;6.51715023;46.28341152;4.795781;-75.6896535;3.8892;9;1483.5;17;36;2024
180;46.21228013;2.56708834;43.42724929;4.79576;-75.6896815;2.53724;8;1483.9;17;36;2024
120;44.10548518;13.45941014;45.23935811;4.795746;-75.689691;1.59272;9;1482;17;36;2024
120;43.58557036;15.93909566;46.61348092;4.795741;-75.68968167;3.18544;9;1482;17;36;2024
180;43.54187375;15.85476149;43.61203678;4.79574;-75.6896575;5.25968;9;1480.9;17;36;2024
120;46.06937679;5.15483182;46.17595766;4.795742;-75.689649;1.72236;9;1481.7;17;36;2024
120;45.78537785;3.49125093;63.34934329;4.795749;-75.689645;0.51856;9;1483.1;17;36;2024
120;43.56659857;15.87016464;50.48856248;4.795749;-75.689654;1.50012;9;1483.1;17;36;2024
120;43.50387523;15.99217686;41.6244674;4.795754;-75.68966267;1.37048;9;1483.3;17;36;2024
180;43.45752269;15.89920799;39.30293981;4.795757;-75.68966433;0.68524;8;1483.2;17;36;2024
180;43.43321974;15.92829461;45.48318802;4.795752;-75.68966033;0.81488;8;1483.2;17;36;2024
120;43.4025265;15.94850505;40.77375871;4.795752;-75.68967033;1.14824;9;1483.3;17;36;2024
180;46.04103052;0.98167199;44.69918783;4.795734;-75.68969283;2.92616;8;1482.4;17;36;2024
120;44.16804067;14.87237539;56.36378595;4.795731;-75.689698;0.33336;8;1482.4;17;36;2024
180;43.42343528;15.86425463;39.80376381;4.795726;-75.68968383;2.61132;8;1481.8;17;36;2024
180;43.38671421;15.90610905;41.3399807;4.795727;-75.68967417;3.7966;9;1481;17;36;2024
180;43.36710369;15.79581913;44.25806075;4.795732;-75.689657;3.44472;9;1481.5;17;36;2024
180;43.32896999;2.03298492;42.80188257;4.795729;-75.68962467;4.3522;9;1482.9;17;36;2024
120;45.97665241;3.20527017;55.41081381;4.795734;-75.68961483;3.90772;9;1482.9;17;36;2024
120;43.39935365;15.86471665;61.70481975;4.795742;-75.68961817;1.81496;9;1485.9;17;36;2024
180;43.33507952;15.8634255;41.67078594;4.795753;-75.6896305;2.20388;8;1485.9;17;36;2024
180;43.31669002;15.82654727;49.03597061;4.795757;-75.6896355;2.37056;8;1485.9;17;36;2024
120;43.2988427;15.90970056;49.50950092;4.795745;-75.6896435;1.70384;9;1486.2;17;36;2024
120;45.89541777;2.65760471;41.90368455;4.795705;-75.68968667;3.704;9;1483.1;17;36;2024
120;45.36628294;13.69315977;62.08315135;4.795676;-75.68971417;2.20388;8;1477.8;17;36;2024
120;43.30254586;15.8113828;42.38952347;4.79568;-75.6897145;2.9632;8;1477.8;17;36;2024
180;43.26723742;15.88879359;35.74719546;4.795682;-75.68967917;5.3708;8;1474.3;17;36;2024
240;43.23015094;15.750979;35.72727621;4.795696;-75.68966633;3.5188;9;1475.5;17;36;2024
120;43.21704805;15.86056401;35.4589387;4.795709;-75.6896625;4.70408;9;1475.5;17;36;2024
180;45.81252242;0.20048024;37.83337836;4.795721;-75.68963583;5.1856;9;1480.6;17;36;2024
180;43.23194236;15.79204197;44.95575957;4.795709;-75.68964;6.50052;7;1484;17;36;2024
120;43.20616586;15.85878431;43.40403597;4.795703;-75.68964267;1.72236;7;1484;17;36;2024
180;43.18782093;15.71258907;43.21031967;4.795702;-75.68964933;2.33352;8;1485.2;17;37;2024
120;43.15831009;15.80736556;38.10941462;4.795682;-75.68966117;5.51896;8;1487.1;17;37;2024
180;45.74650738;0.21880908;51.90170055;4.795648;-75.68968267;3.53732;8;1484.4;17;37;2024
120;43.20263651;15.792437;49.39351608;4.795633;-75.6896845;4.09292;8;1484.4;17;37;2024
180;43.12983459;15.87347837;39.14742244;4.795635;-75.68966667;3.62992;7;1483.6;17;37;2024
180;43.12375328;15.82360203;38.04574326;4.795642;-75.68964667;6.16716;7;1489.2;17;37;2024
120;43.11366282;15.75304904;35.71505771;4.795649;-75.68963733;4.31516;7;1489.2;17;37;2024
180;43.08102666;6.97555557;36.59658625;4.79566;-75.68961967;4.00032;9;1493;17;37;2024
180;45.72946516;11.02799294;34.85181743;4.795674;-75.68961067;0.44448;9;1492.4;17;37;2024
120;43.12554469;15.71700831;37.9006266;4.795683;-75.68961683;2.20388;9;1492.4;17;37;2024
180;43.08869737;15.82396077;35.57141522;4.795682;-75.68962317;2.62984;8;1493.9;17;37;2024
120;43.06800844;15.72207942;36.12376807;4.795679;-75.68962633;3.20396;8;1494.7;17;37;2024
180;43.03219644;15.76839775;35.22845961;4.795661;-75.68963217;5.40784;8;1495.2;17;37;2024
180;43.02301506;5.66107697;37.62485028;4.795639;-75.689657;4.7226;9;1488.5;17;37;2024
180;43.75894264;15.54954458;36.78911471;4.795617;-75.68970467;6.53756;8;1487;17;37;2024
240;43.1903402;3.3180754;29.94776046;4.795615;-75.68973167;7.11168;8;1487;17;37;2024
300;45.66006634;0.01231611;34.72971912;4.795619;-75.68979317;9.09332;9;1481.1;17;37;2024
300;45.73230974;1.05987701;33.72157906;4.795634;-75.68983667;5.38932;9;1476.3;17;37;2024
240;45.55611813;0.39655461;36.97982357;4.795641;-75.6898615;7.0376;9;1476.3;17;37;2024
300;45.77696889;0.01087839;33.36532276;4.795659;-75.6899295;9.61188;9;1479;17;37;2024
120;45.05878614;5.67216696;37.80619849;4.795671;-75.6899755;3.74104;9;1479.6;17;37;2024
240;45.34264694;0.21125197;39.36160598;4.795715;-75.690031;8.03768;9;1479;17;37;2024
240;45.83550484;0.04701403;33.47145973;4.795743;-75.69006983;1.96312;9;1479;17;37;2024
180;45.86404867;0.08028261;62.64250826;4.795766;-75.69010633;1.03712;8;1485.9;17;37;2024
120;45.89135217;0.04243845;33.58091034;4.795758;-75.69012583;2.09276;9;1487.8;17;37;2024
60;45.9077928;0.03951137;33.9901549;4.795755;-75.690146;3.27804;9;1487.8;17;37;2024
0;45.92643928;10.31034146;32.60038759;4.795752;-75.6901725;0.53708;9;1483.7;17;37;2024
0;45.89157201;0.04442335;34.46975891;4.795746;-75.690178;0.53708;9;1480.1;17;37;2024
60;45.91552441;0.01994162;31.81456225;4.795743;-75.690175;1.61124;9;1480.1;17;37;2024
60;45.94316214;-0.00274785;32.15015041;4.795734;-75.6901845;1.88904;9;1478.7;17;37;2024
0;45.07875019;0;47.69966525;4.795729;-75.69018667;0.35188;9;1476.7;17;37;2024
0;45.96298358;0.00504655;32.47808177;4.795725;-75.69018783;1.55568;9;1476.1;17;37;2024
0;45.99668033;0.02838927;32.41138698;4.795726;-75.690196;0.59264;9;1475;17;37;2024
0;46.00408664;0.03032391;32.455496;4.795737;-75.69021467;0.07408;9;1471.3;17;38;2024
0;46.01831696;0.04220535;32.55395244;4.795737;-75.690228;1.12972;9;1469;17;38;2024
60;46.03485711;0.04777337;32.41914371;4.795736;-75.69022867;0.1852;9;1469;17;38;2024
0;46.04242384;0.04649199;32.58003698;4.795731;-75.6902285;0.81488;9;1467.6;17;38;2024
60;46.05272077;0.04613465;32.02034179;4.79573;-75.69022817;0.75932;9;1466.7;17;38;2024
0;46.06578504;0.0471271;32.01501743;4.795729;-75.69022967;0.77784;9;1466.7;17;38;2024
0;46.08034216;0.04951958;32.3050061;4.795723;-75.6902365;1.50012;9;1464.9;17;38;2024
0;46.09409121;0.04487839;32.12736245;4.795703;-75.69022883;3.37064;7;1465.3;17;38;2024
0;46.09875542;0.03908842;32.22431505;4.795692;-75.69021217;5.03744;7;1465.3;17;38;2024
0;46.10051565;0.03334173;32.19595482;4.795741;-75.6902075;4.50036;5;1466;17;38;2024
60;45.81342407;14.42572866;54.50222558;4.796062;-75.69091417;1.33344;4;1462.9;17;38;2024
120;45.22338553;3.51607325;39.51095528;4.795927;-75.690784;1.79644;5;1474.9;17;38;2024
180;45.65042447;0.91251763;38.28596966;4.795915;-75.69077533;1.42604;6;1476.6;17;38;2024
240;45.96979274;6.17205542;42.6739496;4.795922;-75.69077517;4.29664;7;1478.7;17;38;2024
240;45.45910238;3.86883684;39.02838907;4.795906;-75.69070267;3.48176;8;1485.4;17;38;2024
180;45.46031448;3.67323146;38.15791036;4.795893;-75.69066967;3.35212;8;1485.4;17;38;2024
300;45.69380468;0.06744642;38.45779491;4.795878;-75.69060167;5.9264;8;1489.8;17;38;2024
300;46.13964161;0.09363247;33.12383761;4.795843;-75.69052133;6.09308;8;1496.5;17;38;2024
180;46.14529215;0.0258921;46.10300558;4.795818;-75.690473;7.2228;8;1496.5;17;38;2024
240;46.14892846;0.04407718;35.92031798;4.795768;-75.69037567;9.77856;7;1498.5;17;38;2024
240;46.16460706;0.04179497;45.6399318;4.7957;-75.69025383;12.00096;8;1498.1;17;38;2024
240;46.1818825;0.03259216;35.65944862;4.795673;-75.69018583;13.01956;8;1498.1;17;38;2024
180;46.18010742;0.04105657;42.39810482;4.79563;-75.69002667;13.38996;9;1498.3;17;38;2024
240;46.18185427;0.43590768;34.24871513;4.795594;-75.689912;11.55648;9;1499.9;17;38;2024
180;45.90602664;0.09333516;38.35198287;4.795589;-75.68986933;8.90812;9;1499.9;17;39;2024
120;44.75344618;14.00177138;48.43217841;4.795601;-75.68982633;4.83372;9;1498.3;17;39;2024
180;43.47959307;15.89864965;36.24352482;4.795604;-75.68979117;5.87084;7;1500.3;17;39;2024
240;44.19130235;11.49809686;35.48856072;4.795609;-75.68976617;7.88952;7;1500.3;17;39;2024
240;43.57190152;15.55496883;29.06561336;4.795617;-75.689727;6.90796;8;1498.1;17;39;2024
300;43.34498728;15.78377717;22.59610574;4.795617;-75.68966617;10.94532;9;1495.6;17;39;2024
180;43.42077786;14.34449326;23.68173005;4.795618;-75.6896295;13.44552;9;1495.6;17;39;2024
180;43.76927373;12.01286783;34.40628202;4.795617;-75.68955267;13.57516;9;1492.6;17;39;2024
240;43.99341024;10.55338184;34.35820835;4.795622;-75.68945583;16.668;9;1491.5;17;39;2024
180;45.5954773;1.704389;27.42106294;4.795629;-75.68941933;14.39004;9;1491.5;17;39;2024
240;44.08038604;3.78135224;27.96457833;4.795628;-75.6893295;14.33448;9;1490.2;17;39;2024
240;45.8560066;0.04214672;35.11290555;4.795574;-75.68922483;18.00144;9;1491.2;17;39;2024
240;45.89699677;0.04702939;34.48492867;4.795553;-75.68916633;19.2608;9;1491.2;17;39;2024
180;45.91869133;0.04683955;32.84115343;4.795518;-75.68909583;14.9086;9;1490;17;39;2024
300;45.94992525;0.05912439;33.76611045;4.795484;-75.6890395;12.7788;9;1490.6;17;39;2024
240;45.29809473;15.23354616;41.54104667;4.795489;-75.68902533;9.20444;9;1490.6;17;39;2024
180;43.29693839;15.04291837;34.87555411;4.795457;-75.68898867;8.35252;7;1491.6;17;39;2024
300;43.24733279;15.76002826;35.63880891;4.795408;-75.688929;12.88992;8;1493.3;17;39;2024
300;43.19757122;15.83357116;26.11460293;4.795407;-75.6888925;10.05636;8;1493.3;17;39;2024
180;43.16834113;15.84306291;23.44248901;4.795444;-75.68885433;8.68588;9;1500.1;17;39;2024
180;43.09435533;15.80219954;22.65259302;4.795484;-75.688782;7.35244;9;1500.5;17;39;2024
180;43.06063778;15.67576527;27.79469534;4.795505;-75.68868183;12.70472;9;1503.3;17;39;2024
180;43.35075813;11.70831673;37.71679731;4.795519;-75.68864117;12.57508;9;1505.9;17;39;2024
180;43.82358217;11.27445873;40.65498734;4.795555;-75.68859467;8.50068;9;1506.2;17;39;2024
300;44.37245972;6.41468682;40.17475948;4.795585;-75.688544;9.09332;9;1506.2;17;39;2024
240;44.60930251;5.88642501;32.91458857;4.795636;-75.68842467;17.14952;9;1506.7;17;39;2024
240;44.62610855;6.15954725;43.44322936;4.795656;-75.6883805;16.205;9;1506.7;17;39;2024
180;44.95809844;2.59923605;28.20151896;4.795704;-75.688319;13.31588;9;1505.2;17;39;2024
300;45.6888211;0.06254002;35.10841356;4.795741;-75.68827567;8.77848;9;1504.3;17;39;2024
180;45.72426767;0.05378109;34.15951689;4.79577;-75.688244;9.4452;9;1504.3;17;39;2024
180;45.73492259;0.04705591;33.08344947;4.795812;-75.68816583;14.68636;9;1501.6;17;39;2024
240;45.76431311;0.04101888;33.23033637;4.795837;-75.68808433;12.51952;9;1497.1;17;39;2024
180;45.77904105;0.04014648;32.99313368;4.795852;-75.6880445;9.77856;9;1497.1;17;39;2024
300;45.80656588;0.04535856;33.62864445;4.795888;-75.68798433;8.29696;9;1498.2;17;39;2024
120;45.8263294;0.02981862;33.23428194;4.795915;-75.6879495;2.37056;9;1492.3;17;39;2024
60;45.83125059;0.02353871;34.04080733;4.795925;-75.68793583;1.51864;9;1492.3;17;40;2024
60;45.8472753;-0.00418138;34.65319309;4.795949;-75.68791967;1.16676;9;1493.2;17;40;2024
120;45.5232235;0;34.12612919;4.795956;-75.687905;1.03712;9;1491.8;17;40;2024
0;45.73615995;0.83376963;62.39054145;4.795963;-75.68789833;1.53716;9;1491.8;17;40;2024
60;45.86742205;0.00958026;40.68320901;4.795972;-75.68789183;2.14832;9;1491.8;17;40;2024
0;45.88756584;0.01121479;35.39828421;4.795993;-75.68787533;2.8706;9;1492.5;17;40;2024
60;45.76959081;0.29316157;33.2630487;4.795993;-75.68783483;4.66704;8;1493.6;17;40;2024
0;45.91248673;0.01748912;33.92012272;4.796001;-75.68781517;5.50044;8;1493.6;17;40;2024
0;45.91999701;0.00819418;33.81539421;4.79601;-75.68775383;8.11176;6;1494.4;17;40;2024
0;45.92852184;0.01518737;32.63319813;4.796022;-75.687707;8.50068;5;1495.2;17;40;2024
0;45.94266452;0.01704524;32.61376472;4.796041;-75.68769933;7.74136;5;1495.2;17;40;2024
