Velocidad [RPM],Aceleracion [V_Acc], Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
0.00,0.29,52.75691885,0.82086504,27.95225581,4.812443667000001,-75.693644332999996,0.62968000,9.00,1462.10000000,16,6,2024
30.00,0.29,52.76785154,0.82494091,27.95326183,4.812443667000001,-75.693644332999996,0.62968000,9.00,1462.10000000,16,6,2024
90.00,0.65,51.60176713,6.87972661,27.45299052,4.812440833000001,-75.693648499999994,0.14816000,9.00,1461.20000000,16,6,2024
240.00,0.91,50.06833836,14.84260481,27.48750008,4.812436000000000,-75.693647999999997,0.14816000,9.00,1461.30000000,16,6,2024
240.00,0.38,52.69820020,0.85144801,27.95687463,4.812406000000001,-75.693646999999995,5.75972000,9.00,1460.80000000,16,6,2024
180.00,0.43,52.72103110,0.86170747,27.94417636,4.812388000000001,-75.693650332999995,6.50052000,9.00,1460.70000000,16,6,2024
120.00,0.55,52.66843238,1.08865794,27.90280663,4.812350667000001,-75.693661167000003,4.51888000,9.00,1460.70000000,16,6,2024
180.00,0.93,50.31632923,14.90880975,27.54484421,4.812334333000000,-75.693660499999992,5.31524000,10.00,1459.40000000,16,6,2024
240.00,0.90,52.57731672,1.38475859,27.83233013,4.812334333000000,-75.693660499999992,5.31524000,10.00,1459.40000000,16,6,2024
270.00,1.03,52.14932265,4.41502688,27.75376394,4.812266167000000,-75.693619833000003,10.98236000,9.00,1456.90000000,16,6,2024
300.00,1.41,49.92942188,16.80607048,27.59218554,4.812250667000000,-75.693584833000002,10.98236000,9.00,1455.80000000,16,6,2024
390.00,1.62,50.58003584,11.75640500,27.86789616,4.812230167000000,-75.693498000000003,18.20516000,12.00,1454.00000000,16,6,2024
420.00,1.59,51.67424077,6.21756556,27.86784080,4.812224833000001,-75.693447332999994,20.48312000,12.00,1454.40000000,16,6,2024
330.00,1.57,52.51134921,1.00800601,27.84225763,4.812206667000000,-75.693347666999999,18.53852000,12.00,1454.40000000,16,6,2024
270.00,0.29,52.57272677,0.90637452,27.87090194,4.812209833000000,-75.693287832999995,22.00176000,11.00,1452.90000000,16,6,2024
390.00,0.29,52.61815091,0.91213936,27.86109446,4.812209833000000,-75.693287832999995,22.00176000,11.00,1452.90000000,16,6,2024
300.00,0.29,52.64857231,0.90506242,27.86247811,4.812186333000000,-75.693125167000001,17.03840000,11.00,1451.40000000,16,6,2024
150.00,0.30,52.64548264,0.91698294,27.84244307,4.812174833000001,-75.693083000000003,17.03840000,11.00,1450.70000000,16,6,2024
0.00,0.30,52.65436545,0.91349333,27.82731569,4.812162500000001,-75.693063167000005,1.77792000,10.00,1451.30000000,16,6,2024
0.00,0.30,52.65143917,0.90790995,27.82803105,4.812160333000000,-75.693062499999994,0.24076000,11.00,1451.80000000,16,6,2024
0.00,0.29,52.67358679,0.91537772,27.83738777,4.812155667000000,-75.693058832999993,0.24076000,11.00,1451.80000000,16,6,2024
0.00,0.29,52.67171516,0.90877537,27.83741379,4.812151167000000,-75.693055999999998,0.01852000,11.00,1452.40000000,16,6,2024
0.00,0.29,52.66709550,0.90207531,27.82998214,4.812151167000000,-75.693055999999998,0.01852000,11.00,1452.40000000,16,6,2024
0.00,0.29,52.68714867,0.91486125,27.81686045,4.812133167000000,-75.693043500000003,0.09260000,11.00,1452.90000000,16,6,2024
0.00,0.29,52.68402929,0.91597793,27.80347530,4.812133167000000,-75.693043500000003,0.09260000,11.00,1452.90000000,16,6,2024
60.00,0.75,50.47213493,13.41014657,27.15744722,4.812116167000000,-75.693032499999999,1.72236000,10.00,1453.00000000,16,6,2024
240.00,0.71,52.59548340,1.10240702,27.71023460,4.812116167000000,-75.693032499999999,1.72236000,10.00,1453.30000000,16,6,2024
180.00,0.97,49.85290789,17.40827998,27.34281631,4.812101833000000,-75.693000832999999,8.75996000,10.00,1453.30000000,16,6,2024
360.00,1.20,52.11670283,1.09767510,27.49185577,4.812095667000001,-75.692980332999990,7.83396000,11.00,1454.10000000,16,6,2024
240.00,0.94,49.79817017,17.21332228,27.51874722,4.812095667000001,-75.692980332999990,7.83396000,11.00,1454.10000000,16,6,2024
270.00,1.06,52.21503763,2.99775544,27.70321888,4.812046333000000,-75.692936667000001,8.55624000,12.00,1453.20000000,16,6,2024
300.00,0.82,52.44383687,1.35490146,27.72055258,4.812046333000000,-75.692936667000001,8.55624000,12.00,1453.20000000,16,6,2024
330.00,1.36,51.05955912,5.93430669,27.50029609,4.812014833000000,-75.692843332999997,14.35300000,9.00,1448.90000000,16,6,2024
300.00,0.70,52.48825093,1.04165983,27.64363272,4.812001167000000,-75.692802833000003,14.35300000,9.00,1448.00000000,16,6,2024
300.00,0.30,52.54493456,0.88676289,27.70501230,4.811977667000000,-75.692726666999998,14.89008000,10.00,1446.40000000,16,6,2024
240.00,0.35,52.44909526,1.42893709,27.65460449,4.811968333000001,-75.692690833000000,12.87140000,10.00,1445.20000000,16,6,2024
240.00,1.05,51.86376551,4.39154876,27.50411709,4.811960500000000,-75.692639499999998,9.33408000,10.00,1445.20000000,16,7,2024
270.00,0.93,52.34426917,1.83765453,27.64650770,4.811956167000000,-75.692613499999996,10.44528000,9.00,1441.50000000,16,7,2024
240.00,1.04,52.27899982,1.74166225,27.48902578,4.811956167000000,-75.692613499999996,10.44528000,9.00,1441.50000000,16,7,2024
270.00,1.00,51.25698629,9.11401417,27.49450293,4.811950167000000,-75.692529332999995,10.26008000,10.00,1440.40000000,16,7,2024
240.00,1.09,51.00909941,8.92519819,27.46504516,4.811950333000001,-75.692498666999998,10.26008000,12.00,1439.10000000,16,7,2024
300.00,1.07,51.63324318,5.64461297,27.59633210,4.811937500000000,-75.692429333000008,13.07512000,11.00,1438.60000000,16,7,2024
270.00,1.06,51.72227926,5.40913388,27.60293048,4.811929667000001,-75.692401166999996,10.87124000,11.00,1438.60000000,16,7,2024
270.00,1.06,51.65567302,6.51270307,27.57677523,4.811929833000000,-75.692332832999991,13.24180000,11.00,1438.60000000,16,7,2024
300.00,1.05,51.65675738,5.66522961,27.61563824,4.811925833000000,-75.692294833000008,13.61220000,10.00,1436.00000000,16,7,2024
300.00,1.42,49.71255056,16.88458677,27.49228945,4.811925833000000,-75.692294833000008,13.61220000,10.00,1436.00000000,16,7,2024
330.00,1.39,50.67761308,10.39036108,27.61415069,4.811921000000000,-75.692185167000003,14.77896000,12.00,1433.40000000,16,7,2024
390.00,1.18,52.30557398,1.26577674,27.69981041,4.811914500000001,-75.692140832999994,14.77896000,12.00,1433.10000000,16,7,2024
330.00,0.31,52.43459756,0.87112942,27.75136745,4.811896667000000,-75.692044499999990,18.39036000,11.00,1432.60000000,16,7,2024
210.00,0.32,52.47076754,0.87221818,27.75201277,4.811889000000000,-75.692004667000007,13.38996000,10.00,1433.00000000,16,7,2024
90.00,0.44,52.39227795,1.04396298,27.75059569,4.811882500000001,-75.691959499999992,6.03752000,10.00,1433.00000000,16,7,2024
120.00,0.52,52.50034225,0.94483005,27.71824965,4.811881333000000,-75.691939500000007,5.63008000,12.00,1434.00000000,16,7,2024
90.00,0.52,52.48926102,0.90147510,27.67243484,4.811881333000000,-75.691939500000007,5.63008000,12.00,1434.00000000,16,7,2024
60.00,0.53,50.93528889,9.42094658,27.29760610,4.811855167000000,-75.691898667000003,3.44472000,12.00,1436.30000000,16,7,2024
30.00,0.32,52.48773104,0.89706423,27.73161322,4.811855167000000,-75.691898667000003,3.44472000,12.00,1436.30000000,16,7,2024
30.00,0.65,51.60228703,6.33170382,27.41531743,4.811845333000000,-75.691888167000005,1.00008000,11.00,1437.30000000,16,7,2024
90.00,0.73,51.99446762,4.44078023,27.41185789,4.811844833000001,-75.691882667000003,2.14832000,10.00,1437.50000000,16,7,2024
120.00,0.90,50.65558430,11.11300410,27.21105975,4.811841167000000,-75.691857166999998,5.66712000,10.00,1437.50000000,16,7,2024
180.00,0.95,51.76115270,4.22092065,27.54235312,4.811835833000000,-75.691837832999997,7.55616000,9.00,1438.70000000,16,7,2024
210.00,0.79,52.39600635,1.40732940,27.67206945,4.811835833000000,-75.691837832999997,7.55616000,9.00,1438.70000000,16,7,2024
180.00,0.80,52.03907478,3.51865696,27.58263406,4.811832333000000,-75.691732500000004,10.68604000,10.00,1439.00000000,16,7,2024
180.00,0.89,51.74172340,5.03182296,27.51850284,4.811832333000000,-75.691732500000004,10.68604000,10.00,1439.00000000,16,7,2024
180.00,0.94,51.40985087,5.49807714,27.48114766,4.811830167000000,-75.691654000000001,10.68604000,9.00,1439.80000000,16,7,2024
210.00,1.02,50.41949164,10.99152369,27.32910999,4.811830167000000,-75.691654000000001,10.68604000,9.00,1439.90000000,16,7,2024
270.00,0.99,52.23446693,1.85739178,27.61772934,4.811828500000000,-75.691595666999997,11.88984000,9.00,1439.70000000,16,7,2024
240.00,0.96,51.90431748,3.56498506,27.56419808,4.811825500000001,-75.691562000000001,12.96400000,9.00,1439.80000000,16,7,2024
240.00,0.97,51.81651430,4.18069239,27.58837165,4.811825500000001,-75.691562000000001,12.96400000,9.00,1439.80000000,16,7,2024
240.00,0.31,52.45552713,0.89057355,27.72608235,4.811815167000000,-75.691462000000004,12.13060000,10.00,1439.90000000,16,7,2024
210.00,0.31,52.47678349,0.86706751,27.72186447,4.811815167000000,-75.691462000000004,12.13060000,10.00,1439.90000000,16,7,2024
150.00,0.31,52.49282603,0.86779335,27.69391697,4.811813333000000,-75.691368166999994,9.35260000,11.00,1439.90000000,16,7,2024
120.00,0.35,52.49153371,0.85929266,27.71691850,4.811819500000001,-75.691347832999991,9.35260000,11.00,1439.20000000,16,7,2024
90.00,0.51,52.49915392,0.96907588,27.68986252,4.811831167000001,-75.691316167000000,4.66704000,12.00,1438.30000000,16,7,2024
90.00,0.52,52.51210678,0.86670459,27.69396875,4.811838000000000,-75.691301999999991,3.90772000,12.00,1438.30000000,16,7,2024
60.00,0.30,52.52638166,0.87256714,27.69958707,4.811838000000000,-75.691301999999991,3.90772000,12.00,1438.30000000,16,7,2024
30.00,0.30,52.53728465,0.88041179,27.68209181,4.811847167000000,-75.691276166999994,2.48168000,12.00,1438.70000000,16,7,2024
0.00,0.31,52.54459291,0.86671855,27.67777389,4.811847167000000,-75.691276166999994,2.48168000,12.00,1438.70000000,16,7,2024
0.00,0.31,52.54242420,0.86819815,27.67460138,4.811854167000000,-75.691274500000007,0.03704000,12.00,1439.30000000,16,7,2024
0.00,0.31,52.54737065,0.88144472,27.67438472,4.811856667000000,-75.691274500000007,0.03704000,12.00,1439.40000000,16,7,2024
0.00,0.30,52.55601579,0.87611259,27.66741041,4.811860833000000,-75.691274667000003,0.09260000,12.00,1439.50000000,16,8,2024
0.00,0.30,52.55298554,0.87767594,27.67059179,4.811862167000001,-75.691273167000003,0.09260000,12.00,1439.80000000,16,8,2024
0.00,0.30,52.56097710,0.87982554,27.65233289,4.811866000000001,-75.691271166999998,0.12964000,12.00,1439.80000000,16,8,2024
0.00,0.30,52.55338660,0.87614051,27.64531245,4.811866833000000,-75.691270833000006,0.12964000,12.00,1440.00000000,16,8,2024
0.00,0.30,52.56424502,0.87339069,27.64552242,4.811866833000000,-75.691270833000006,0.12964000,12.00,1440.00000000,16,8,2024
0.00,0.31,52.56216543,0.87696406,27.64765778,4.811868833000001,-75.691269833000003,0.03704000,12.00,1440.10000000,16,8,2024
0.00,0.31,52.56723071,0.87385132,27.64131033,4.811869167000001,-75.691269833000003,0.03704000,12.00,1440.10000000,16,8,2024
0.00,0.30,52.57749497,0.87272069,27.63225846,4.811870167000001,-75.691268667000004,0.12964000,12.00,1440.20000000,16,8,2024
0.00,0.30,52.58248598,0.86903566,27.63315286,4.811870667000000,-75.691269000000005,0.14816000,12.00,1440.20000000,16,8,2024
0.00,0.30,52.57400423,0.86949628,27.62532704,4.811871333000000,-75.691268167000007,0.03704000,12.00,1440.20000000,16,8,2024
0.00,0.30,52.58334752,0.86856107,27.61755185,4.811872500000000,-75.691267999999993,0.00000000,12.00,1440.50000000,16,8,2024
0.00,0.30,52.58423877,0.87831803,27.63022437,4.811872500000000,-75.691267999999993,0.00000000,12.00,1440.50000000,16,8,2024
30.00,0.66,52.04289231,3.49968742,27.32580183,4.811876000000000,-75.691268832999991,0.05556000,12.00,1440.50000000,16,8,2024
60.00,0.66,49.96440352,16.22574783,27.21550520,4.811875000000000,-75.691263832999995,0.05556000,12.00,1440.60000000,16,8,2024
150.00,1.66,49.80978615,16.73738094,27.21681545,4.811880167000000,-75.691250499999993,3.03728000,12.00,1441.50000000,16,8,2024
240.00,1.64,49.70791605,16.45267039,27.26904435,4.811895667000000,-75.691233167000007,9.40816000,12.00,1441.50000000,16,8,2024
330.00,1.54,49.71209008,16.06944108,27.32317730,4.811898333000001,-75.691167667000005,15.76052000,12.00,1441.50000000,16,8,2024
390.00,1.42,51.26298739,7.00261682,27.47458803,4.811893500000000,-75.691121167000003,18.29776000,12.00,1440.50000000,16,8,2024
420.00,1.38,52.15224893,1.86779082,27.53840131,4.811893500000000,-75.691121167000003,18.29776000,12.00,1440.50000000,16,8,2024
420.00,1.49,51.09571425,7.28983989,27.51775041,4.811866833000000,-75.690954667000003,21.74248000,12.00,1438.90000000,16,8,2024
450.00,1.10,52.28284706,1.36055463,27.56084213,4.811866833000000,-75.690954667000003,21.74248000,12.00,1438.90000000,16,8,2024
390.00,1.52,50.89120162,9.08322183,27.46674293,4.811842667000000,-75.690792833000006,21.27948000,12.00,1437.60000000,16,8,2024
420.00,1.46,50.98794702,7.63600951,27.43355126,4.811837833000001,-75.690738499999996,21.27948000,12.00,1437.20000000,16,8,2024
420.00,1.28,50.59483062,13.84471506,27.51440977,4.811825000000000,-75.690634333000001,20.35348000,12.00,1436.40000000,16,8,2024
390.00,0.78,52.36640193,0.91024101,27.59555175,4.811815667000001,-75.690581832999992,20.39052000,12.00,1435.90000000,16,8,2024
360.00,0.65,52.33400492,0.99368463,27.59015763,4.811800333000000,-75.690483500000000,17.79772000,12.00,1435.90000000,16,8,2024
120.00,0.45,51.69121912,5.38484618,27.29938602,4.811795833000000,-75.690446499999994,13.51960000,12.00,1434.90000000,16,8,2024
0.00,0.41,52.39502597,0.86469458,27.60321109,4.811795833000000,-75.690446499999994,13.51960000,12.00,1434.90000000,16,8,2024
0.00,0.30,52.41056347,0.86391290,27.60271437,4.811795833000000,-75.690433833000003,0.01852000,11.00,1434.80000000,16,8,2024
0.00,0.31,52.42881928,0.87149234,27.59823792,4.811795833000000,-75.690433833000003,0.01852000,11.00,1434.80000000,16,8,2024
0.00,0.32,52.44719392,0.86878440,27.59576457,4.811791667000000,-75.690424500000004,0.11112000,12.00,1435.90000000,16,8,2024
0.00,0.32,52.44572336,0.85865057,27.59213073,4.811790333000001,-75.690421666999991,0.11112000,11.00,1436.20000000,16,8,2024
0.00,0.32,52.45123427,0.87319527,27.58538344,4.811789333000001,-75.690416166999998,0.05556000,12.00,1436.10000000,16,8,2024
0.00,0.32,52.45851282,0.86757002,27.57619199,4.811789333000001,-75.690413000000003,0.16668000,12.00,1436.10000000,16,8,2024
0.00,0.32,52.46094891,0.86271248,27.57945312,4.811788333000000,-75.690406499999998,0.01852000,12.00,1436.10000000,16,8,2024
0.00,0.32,52.47370867,0.86452708,27.56790233,4.811788500000001,-75.690404000000004,0.12964000,11.00,1436.30000000,16,8,2024
0.00,0.32,52.47479303,0.86391290,27.57772906,4.811788500000001,-75.690404000000004,0.12964000,11.00,1436.30000000,16,8,2024
0.00,0.32,52.48126946,0.85898557,27.56625629,4.811787833000001,-75.690393333000001,0.07408000,12.00,1435.60000000,16,8,2024
0.00,0.68,51.14801588,7.59723293,27.06471897,4.811787833000001,-75.690393333000001,0.07408000,12.00,1435.60000000,16,8,2024
60.00,0.82,50.88243764,9.03277598,27.07792250,4.811786000000000,-75.690385832999993,2.01868000,10.00,1435.40000000,16,8,2024
150.00,0.84,49.68392651,17.36110041,27.19741947,4.811782000000000,-75.690374000000009,2.01868000,12.00,1435.30000000,16,8,2024
210.00,1.62,49.58317048,17.15632992,27.19870978,4.811766500000000,-75.690334000000003,10.35268000,12.00,1435.10000000,16,9,2024
330.00,1.62,49.50518593,17.14544233,27.25582406,4.811761333000000,-75.690306332999996,11.42684000,12.00,1434.70000000,16,9,2024
360.00,1.62,49.84485692,14.98586040,27.41935730,4.811754000000000,-75.690226332999994,17.66808000,12.00,1434.70000000,16,9,2024
420.00,1.60,50.50552717,11.66525630,27.51177355,4.811749667000000,-75.690176167000000,20.50164000,12.00,1433.50000000,16,9,2024
450.00,1.59,50.76572819,9.15822059,27.55857179,4.811749667000000,-75.690176167000000,20.50164000,12.00,1433.50000000,16,9,2024
420.00,0.31,52.20373359,0.85404428,27.56509993,4.811731667000000,-75.690007499999989,22.74256000,12.00,1433.50000000,16,9,2024
420.00,0.29,52.28146561,0.85908328,27.56168269,4.811731667000000,-75.690007499999989,22.74256000,12.00,1433.50000000,16,9,2024
330.00,0.30,52.31101062,0.84578087,27.55278567,4.811696500000000,-75.689850000000005,17.90884000,12.00,1432.60000000,16,9,2024
300.00,0.53,52.28403539,1.25395393,27.52678086,4.811690333000000,-75.689809332999997,17.90884000,12.00,1432.60000000,16,9,2024
270.00,1.49,49.50539389,17.19752131,27.24733779,4.811678833000001,-75.689736332999997,13.68628000,12.00,1432.50000000,16,9,2024
360.00,1.63,49.59631644,16.26121626,27.35041828,4.811681333000001,-75.689705167000003,12.00096000,12.00,1431.70000000,16,9,2024
