Velocidad [RPM],Aceleracion [V_Acc], Voltaje[V],Corriente[A],Temperatura[°C],Latitud,Longitud,Velocidad[GPS: km/h],Satelites, Altitud, Hora, Minutos, Year
270.00,0.31,58.49557164,0.87693614,28.16446310,4.798253333000000,-75.689536166999999,27.57628000,6.00,1491.90000000,16,0,2024
270.00,0.32,58.48655514,0.87034775,28.16015550,4.798315667000000,-75.689504333000003,27.09476000,6.00,1490.30000000,16,0,2024
270.00,0.31,58.49674512,0.86244727,28.16628968,4.798441833000000,-75.689434166999998,28.16892000,6.00,1490.30000000,16,0,2024
270.00,0.31,58.50179555,0.86260081,28.16003375,4.798495333000000,-75.689393167000007,25.87244000,6.00,1487.50000000,16,0,2024
300.00,0.31,58.52104660,0.87505175,28.16220885,4.798495333000000,-75.689393167000007,25.87244000,6.00,1487.50000000,16,0,2024
390.00,0.31,58.51293620,0.87459112,28.17130266,4.798682667000000,-75.689283999999998,17.42732000,6.00,1488.80000000,16,0,2024
330.00,0.54,58.36292364,1.12670868,28.12483431,4.798682667000000,-75.689283999999998,17.42732000,6.00,1488.70000000,16,0,2024
330.00,1.36,55.05575484,18.21230078,27.80161703,4.798759667000000,-75.689251333000004,13.83444000,6.00,1486.40000000,16,0,2024
360.00,1.64,54.07669966,17.16949274,27.87428261,4.798799833000001,-75.689257999999997,12.48248000,6.00,1486.70000000,16,0,2024
420.00,1.62,55.09829727,11.76845114,28.13620749,4.798852333000001,-75.689325999999992,13.42700000,6.00,1486.70000000,16,0,2024
360.00,1.61,55.55949047,10.10590178,28.14866410,4.798865333000001,-75.689366832999995,14.72340000,6.00,1486.20000000,16,0,2024
240.00,0.30,57.85259274,0.89414691,28.16036280,4.798865333000001,-75.689366832999995,14.72340000,6.00,1486.20000000,16,0,2024
390.00,0.31,58.01777145,0.89303024,28.16595726,4.798902167000000,-75.689463166999999,13.94556000,4.00,1485.00000000,16,0,2024
330.00,0.31,58.11723517,0.89407712,28.17177668,4.798920500000001,-75.689502500000003,13.94556000,5.00,1483.70000000,16,0,2024
240.00,0.30,58.17423073,0.88811686,28.15539125,4.798930167000000,-75.689543833000003,10.63048000,6.00,1482.60000000,16,0,2024
210.00,0.78,57.95458168,1.42962105,27.97536404,4.798932333000000,-75.689560666999993,8.29696000,6.00,1482.50000000,16,0,2024
180.00,0.63,58.14410642,1.03906356,28.17062126,4.798973167000000,-75.689643333000002,8.57476000,6.00,1482.50000000,16,0,2024
210.00,0.63,58.17818195,0.97953076,28.14513504,4.799002500000001,-75.689676999999999,7.14872000,5.00,1483.90000000,16,0,2024
240.00,0.29,58.25285401,0.82787218,28.18654128,4.799002500000001,-75.689676999999999,7.14872000,5.00,1483.90000000,16,0,2024
240.00,0.32,58.27354592,0.84118854,28.18431490,4.799024333000001,-75.689769666999993,7.22280000,6.00,1485.00000000,16,0,2024
270.00,0.30,58.30891377,0.84064416,28.16775760,4.799008667000000,-75.689779166999997,7.22280000,6.00,1485.60000000,16,0,2024
270.00,0.31,58.32948683,0.84350565,28.17293544,4.798979500000000,-75.689807499999997,9.63040000,6.00,1486.80000000,16,0,2024
330.00,0.44,58.23964863,1.11122876,28.10756968,4.798947667000001,-75.689815667000006,11.44536000,6.00,1486.30000000,16,0,2024
360.00,0.94,58.12060707,1.61408200,28.09721270,4.798869333000000,-75.689834999999998,16.05684000,6.00,1486.30000000,16,0,2024
390.00,1.22,56.65032350,7.66611789,28.05831458,4.798831833000001,-75.689839000000009,15.53828000,6.00,1488.20000000,16,0,2024
390.00,1.57,56.25294394,8.21552256,28.16324217,4.798831833000001,-75.689839000000009,15.53828000,6.00,1488.20000000,16,0,2024
300.00,1.55,56.90389955,5.01369094,28.16367327,4.798759667000000,-75.689870166999995,13.00104000,6.00,1491.20000000,16,0,2024
270.00,1.57,56.71762788,6.16622637,28.15099292,4.798687833000000,-75.689906332999994,13.00104000,6.00,1492.10000000,16,0,2024
240.00,1.59,55.75516485,9.48939882,28.16761278,4.798583500000001,-75.689958833000003,22.74256000,6.00,1492.60000000,16,0,2024
330.00,1.60,54.61399093,14.32051682,28.16333760,4.798526833000001,-75.689980000000005,21.02020000,6.00,1491.70000000,16,0,2024
420.00,1.62,53.69551118,17.12856656,27.86644386,4.798426500000000,-75.689997833000006,19.98308000,6.00,1491.70000000,16,1,2024
420.00,1.63,53.59702784,17.26403334,27.84151587,4.798380167000001,-75.690019167000004,20.37200000,6.00,1491.60000000,16,1,2024
420.00,1.62,53.55127690,17.25734724,27.80688028,4.798380167000001,-75.690019167000004,20.37200000,6.00,1491.60000000,16,1,2024
360.00,1.63,53.46709815,17.23860104,27.68095000,4.798232667000000,-75.690097167000001,19.81640000,6.00,1491.00000000,16,1,2024
390.00,1.63,53.43198282,17.31583315,27.77886331,4.798192500000000,-75.690113499999993,19.81640000,6.00,1491.20000000,16,1,2024
390.00,1.63,53.36987741,17.30008802,27.66845466,4.798087167000001,-75.690154167000001,16.85320000,6.00,1489.10000000,16,1,2024
390.00,1.63,53.30153324,17.11894918,27.67667431,4.798045500000000,-75.690168333000000,16.33464000,6.00,1489.10000000,16,1,2024
360.00,1.63,53.27913310,17.18932770,27.68647510,4.797966000000000,-75.690186667000007,15.37160000,6.00,1489.10000000,16,1,2024
420.00,1.62,53.22894076,17.03346762,27.67794207,4.797929000000000,-75.690197832999999,14.63080000,6.00,1489.30000000,16,1,2024
420.00,1.63,53.25033081,17.19003958,27.68768508,4.797929000000000,-75.690197832999999,14.63080000,6.00,1489.30000000,16,1,2024
